index_symbol,index_name,currency,exchange_code,provider_guess,market_scope_guess,category_group,category,summary,stock_index_scope,source_dataset,source_url
02WM.Z,STX HK50 RISK.5RV NR EO,,ZRH,Unclassified / multiple providers,Unspecified / mixed,Equities,Equities,"STX HK50 RISK.5RV NR EO is a risk-controlled index based on the Hong Kong Hang Seng 50, targeting a 5% realized volatility, and is net return. The index is calculated in EUR.",Equity-linked index (filtered from broader global index universe),JerBouma/FinanceDatabase indices.csv snapshot,https://github.com/JerBouma/FinanceDatabase/blob/main/database/indices.csv
02WN.Z,STX HK50 RISK.10RV NR EO,,ZRH,Unclassified / multiple providers,Unspecified / mixed,Equities,Equities,"STX HK50 RISK.10RV NR EO is a risk-controlled index based on the Hong Kong Hang Seng 50, targeting a 10% realized volatility, and is net return. The index is calculated in EUR.",Equity-linked index (filtered from broader global index universe),JerBouma/FinanceDatabase indices.csv snapshot,https://github.com/JerBouma/FinanceDatabase/blob/main/database/indices.csv
02WP.Z,STX HK50 RISK.15RV NR EO,,ZRH,Unclassified / multiple providers,Unspecified / mixed,Equities,Equities,"STX HK50 RISK.15RV NR EO is a risk-controlled index based on the Hong Kong Hang Seng 50, targeting a 15% realized volatility, and is net return. The index is calculated in EUR.",Equity-linked index (filtered from broader global index universe),JerBouma/FinanceDatabase indices.csv snapshot,https://github.com/JerBouma/FinanceDatabase/blob/main/database/indices.csv
02WQ.Z,STX HK50 RISK.20RV NR EO,,ZRH,Unclassified / multiple providers,Unspecified / mixed,Equities,Equities,"STX HK50 RISK.20RV NR EO is a risk-controlled index based on the Hong Kong Hang Seng 50, targeting a 20% realized volatility, and is net return. The index is calculated in EUR.",Equity-linked index (filtered from broader global index universe),JerBouma/FinanceDatabase indices.csv snapshot,https://github.com/JerBouma/FinanceDatabase/blob/main/database/indices.csv
02WR.Z,STX JP50 RISK.5RV NR EO,,ZRH,Unclassified / multiple providers,Japan,Equities,Equities,"STX JP50 RISK.5RV NR EO is a risk-controlled index based on the Japanese Nikkei 50, targeting a 5% realized volatility, and is net return. The index is calculated in EUR.",Equity-linked index (filtered from broader global index universe),JerBouma/FinanceDatabase indices.csv snapshot,https://github.com/JerBouma/FinanceDatabase/blob/main/database/indices.csv
02WS.Z,STX JP50 RISK.10RV NR EO,,ZRH,Unclassified / multiple providers,Japan,Equities,Equities,"STX JP50 RISK.10RV NR EO is a risk-controlled index based on the Japanese Nikkei 50, targeting a 10% realized volatility, and is net return. The index is calculated in EUR.",Equity-linked index (filtered from broader global index universe),JerBouma/FinanceDatabase indices.csv snapshot,https://github.com/JerBouma/FinanceDatabase/blob/main/database/indices.csv
02WT.Z,STX JP50 RISK.15RV NR EO,,ZRH,Unclassified / multiple providers,Japan,Equities,Equities,"STX JP50 RISK.15RV NR EO is a risk-controlled index based on the Japanese Nikkei 50, targeting a 15% realized volatility, and is net return. The index is calculated in EUR.",Equity-linked index (filtered from broader global index universe),JerBouma/FinanceDatabase indices.csv snapshot,https://github.com/JerBouma/FinanceDatabase/blob/main/database/indices.csv
02WU.Z,STX JP50 RISK.20RV NR EO,,ZRH,Unclassified / multiple providers,Japan,Equities,Equities,"STX JP50 RISK.20RV NR EO is a risk-controlled index based on the Japanese Nikkei 50, targeting a 20% realized volatility, and is net return. The index is calculated in EUR.",Equity-linked index (filtered from broader global index universe),JerBouma/FinanceDatabase indices.csv snapshot,https://github.com/JerBouma/FinanceDatabase/blob/main/database/indices.csv
02WV.Z,STX SG20 RC.5P.RV NR EO,,ZRH,Unclassified / multiple providers,Unspecified / mixed,Equities,Equities,"STX SG20 RC.5P.RV NR EO is a risk control index based on the Singapore Straits Times 20 index, targeting a 5% realized volatility and is net return. The index is calculated in EUR and uses a put replication control strategy.",Equity-linked index (filtered from broader global index universe),JerBouma/FinanceDatabase indices.csv snapshot,https://github.com/JerBouma/FinanceDatabase/blob/main/database/indices.csv
02WX.Z,STX SG20 RC.10P.RV NR EO,,ZRH,Unclassified / multiple providers,Unspecified / mixed,Equities,Equities,"STX SG20 RC.10P.RV NR EO is a risk control index based on the Singapore Straits Times 20 index, targeting a 10% realized volatility and is net return. The index is calculated in EUR and uses a put replication control strategy.",Equity-linked index (filtered from broader global index universe),JerBouma/FinanceDatabase indices.csv snapshot,https://github.com/JerBouma/FinanceDatabase/blob/main/database/indices.csv
02WY.Z,STX SG20 RC.15P.RV NR EO,,ZRH,Unclassified / multiple providers,Unspecified / mixed,Equities,Equities,"STX SG20 RC.15P.RV NR EO is a risk control index based on the Singapore Straits Times 20 index, targeting a 15% realized volatility and is net return. The index is calculated in EUR and uses a put replication control strategy.",Equity-linked index (filtered from broader global index universe),JerBouma/FinanceDatabase indices.csv snapshot,https://github.com/JerBouma/FinanceDatabase/blob/main/database/indices.csv
02WZ.Z,STX SG20 RC.20P.RV NR EO,,ZRH,Unclassified / multiple providers,Unspecified / mixed,Equities,Equities,"STX SG20 RC.20P.RV NR EO is a risk control index based on the Singapore Straits Times 20 index, targeting a 20% realized volatility and is net return. The index is calculated in EUR and uses a put replication control strategy.",Equity-linked index (filtered from broader global index universe),JerBouma/FinanceDatabase indices.csv snapshot,https://github.com/JerBouma/FinanceDatabase/blob/main/database/indices.csv
0300.Z,STX GL.ST.BA.SH.EW PR DL,,ZRH,Unclassified / multiple providers,Global,Equities,Factors,"STX GL.ST.BA.SH.EW PR DL is a global index that utilizes a smart beta, short selling, and equal weighting methodology. It is a price return index, calculated in USD.",Equity-linked index (filtered from broader global index universe),JerBouma/FinanceDatabase indices.csv snapshot,https://github.com/JerBouma/FinanceDatabase/blob/main/database/indices.csv
0301.Z,STX GL.ST.BA.SH.EW NR DL,,ZRH,Unclassified / multiple providers,Global,Equities,Factors,"STX GL.ST.BA.SH.EW NR DL is a global index that utilizes a smart beta, short selling, and equal weighting methodology. It is a net return index, calculated in USD.",Equity-linked index (filtered from broader global index universe),JerBouma/FinanceDatabase indices.csv snapshot,https://github.com/JerBouma/FinanceDatabase/blob/main/database/indices.csv
0302.Z,STX GL.ST.BA.SH.EW GR DL,,ZRH,Unclassified / multiple providers,Global,Equities,Factors,"STX GL.ST.BA.SH.EW GR DL is a global index that utilizes a smart beta, short selling, and equal weighting methodology. It is a gross return index, calculated in USD.",Equity-linked index (filtered from broader global index universe),JerBouma/FinanceDatabase indices.csv snapshot,https://github.com/JerBouma/FinanceDatabase/blob/main/database/indices.csv
0303.Z,STX EU.ST.BA.SH.EW PR EO,,ZRH,Unclassified / multiple providers,Europe,Equities,Factors,"STX EU.ST.BA.SH.EW PR EO is a European index that utilizes a smart beta, short selling, and equal weighting methodology. It is a price return index, calculated in EUR.",Equity-linked index (filtered from broader global index universe),JerBouma/FinanceDatabase indices.csv snapshot,https://github.com/JerBouma/FinanceDatabase/blob/main/database/indices.csv
0304.Z,STX EU.ST.BA.SH.EW NR EO,,ZRH,Unclassified / multiple providers,Europe,Equities,Factors,"STX EU.ST.BA.SH.EW NR EO is a European index that utilizes a smart beta, short selling, and equal weighting methodology. It is a net return index, calculated in EUR.",Equity-linked index (filtered from broader global index universe),JerBouma/FinanceDatabase indices.csv snapshot,https://github.com/JerBouma/FinanceDatabase/blob/main/database/indices.csv
0305.Z,STX EU.ST.BA.SH.EW GR EO,,ZRH,Unclassified / multiple providers,Europe,Equities,Factors,"STX EU.ST.BA.SH.EW GR EO is a European index that utilizes a smart beta, short selling, and equal weighting methodology. It is a gross return index, calculated in EUR.",Equity-linked index (filtered from broader global index universe),JerBouma/FinanceDatabase indices.csv snapshot,https://github.com/JerBouma/FinanceDatabase/blob/main/database/indices.csv
0306.Z,STX EU.ST.BA.SH.EW PR DL,,ZRH,Unclassified / multiple providers,Europe,Equities,Factors,"STX EU.ST.BA.SH.EW PR DL is a European index that utilizes a smart beta, short selling, and equal weighting methodology. It is a price return index, calculated in USD.",Equity-linked index (filtered from broader global index universe),JerBouma/FinanceDatabase indices.csv snapshot,https://github.com/JerBouma/FinanceDatabase/blob/main/database/indices.csv
0307.Z,STX EU.ST.BA.SH.EW NR DL,,ZRH,Unclassified / multiple providers,Europe,Equities,Factors,"STX EU.ST.BA.SH.EW NR DL is a European index that utilizes a smart beta, short selling, and equal weighting methodology. It is a net return index, calculated in USD.",Equity-linked index (filtered from broader global index universe),JerBouma/FinanceDatabase indices.csv snapshot,https://github.com/JerBouma/FinanceDatabase/blob/main/database/indices.csv
0308.Z,STX EU.ST.BA.SH.EW GR DL,,ZRH,Unclassified / multiple providers,Europe,Equities,Factors,"STX EU.ST.BA.SH.EW GR DL is a European index that utilizes a smart beta, short selling, and equal weighting methodology. It is a gross return index, calculated in USD.",Equity-linked index (filtered from broader global index universe),JerBouma/FinanceDatabase indices.csv snapshot,https://github.com/JerBouma/FinanceDatabase/blob/main/database/indices.csv
0309.Z,STX JAP.ST.BA.SH.EW PR EO,,ZRH,Unclassified / multiple providers,Japan,Equities,Factors,"STX JAP.ST.BA.SH.EW PR EO is a Japanese index that utilizes a smart beta, short selling, and equal weighting methodology. It is a price return index, calculated in EUR.",Equity-linked index (filtered from broader global index universe),JerBouma/FinanceDatabase indices.csv snapshot,https://github.com/JerBouma/FinanceDatabase/blob/main/database/indices.csv
030X.Z,STX GL.ST.BA.SH.EW PR EO,,ZRH,Unclassified / multiple providers,Global,Equities,Factors,"STX GL.ST.BA.SH.EW PR EO is a global index that utilizes a smart beta, short selling, and equal weighting methodology. It is a price return index, calculated in EUR.",Equity-linked index (filtered from broader global index universe),JerBouma/FinanceDatabase indices.csv snapshot,https://github.com/JerBouma/FinanceDatabase/blob/main/database/indices.csv
030Y.Z,STX GL.ST.BA.SH.EW NR EO,,ZRH,Unclassified / multiple providers,Global,Equities,Factors,"STX GL.ST.BA.SH.EW NR EO is a global index that utilizes a smart beta, short selling, and equal weighting methodology. It is a net return index, calculated in EUR.",Equity-linked index (filtered from broader global index universe),JerBouma/FinanceDatabase indices.csv snapshot,https://github.com/JerBouma/FinanceDatabase/blob/main/database/indices.csv
030Z.Z,STX GL.ST.BA.SH.EW GR EO,,ZRH,Unclassified / multiple providers,Global,Equities,Factors,"STX GL.ST.BA.SH.EW GR EO is a global index that utilizes a smart beta, short selling, and equal weighting methodology. It is a gross return index, calculated in EUR.",Equity-linked index (filtered from broader global index universe),JerBouma/FinanceDatabase indices.csv snapshot,https://github.com/JerBouma/FinanceDatabase/blob/main/database/indices.csv
0310.Z,STX GBL.INFR.OWN.GR USD,,ZRH,Unclassified / multiple providers,Global,Equities,Equities,"STX GBL.INFR.OWN.GR USD is a global infrastructure index focusing on owner-operated assets. It is a gross return index, calculated in USD.",Equity-linked index (filtered from broader global index universe),JerBouma/FinanceDatabase indices.csv snapshot,https://github.com/JerBouma/FinanceDatabase/blob/main/database/indices.csv
031V.Z,STX GBL.INFR.OWN.PR EUR,,ZRH,Unclassified / multiple providers,Global,Equities,Equities,"STX GBL.INFR.OWN.PR EUR is a global infrastructure index focusing on owner-operated assets. It is a price return index, calculated in EUR.",Equity-linked index (filtered from broader global index universe),JerBouma/FinanceDatabase indices.csv snapshot,https://github.com/JerBouma/FinanceDatabase/blob/main/database/indices.csv
031W.Z,STX GBL.INFR.OWN.NR EUR,,ZRH,Unclassified / multiple providers,Global,Equities,Equities,"STX GBL.INFR.OWN.NR EUR is a global infrastructure index focusing on owner-operated assets. It is a net return index, calculated in EUR.",Equity-linked index (filtered from broader global index universe),JerBouma/FinanceDatabase indices.csv snapshot,https://github.com/JerBouma/FinanceDatabase/blob/main/database/indices.csv
031X.Z,STX GBL.INFR.OWN.GR EUR,,ZRH,Unclassified / multiple providers,Global,Equities,Equities,"STX GBL.INFR.OWN.GR EUR is a global infrastructure index focusing on owner-operated assets. It is a gross return index, calculated in EUR.",Equity-linked index (filtered from broader global index universe),JerBouma/FinanceDatabase indices.csv snapshot,https://github.com/JerBouma/FinanceDatabase/blob/main/database/indices.csv
031Y.Z,STX GBL.INFR.OWN.PR USD,,ZRH,Unclassified / multiple providers,Global,Equities,Equities,"STX GBL.INFR.OWN.PR USD is a global infrastructure index focusing on owner-operated assets. It is a price return index, calculated in USD.",Equity-linked index (filtered from broader global index universe),JerBouma/FinanceDatabase indices.csv snapshot,https://github.com/JerBouma/FinanceDatabase/blob/main/database/indices.csv
031Z.Z,STX GBL.INFR.OWN.NR USD,,ZRH,Unclassified / multiple providers,Global,Equities,Equities,"STX GBL.INFR.OWN.NR USD is a global infrastructure index focusing on owner-operated assets. It is a net return index, calculated in USD.",Equity-linked index (filtered from broader global index universe),JerBouma/FinanceDatabase indices.csv snapshot,https://github.com/JerBouma/FinanceDatabase/blob/main/database/indices.csv
0322.Z,STX GL.1800 E.A.MVU GR EO,,ZRH,Unclassified / multiple providers,Global,Equities,Equities,"STX GL.1800 E.A.MVU GR EO is a global index comprised of the top 1800 companies from developed markets with an enhanced allocation to momentum and value factors. It is a gross return index, calculated in EUR.",Equity-linked index (filtered from broader global index universe),JerBouma/FinanceDatabase indices.csv snapshot,https://github.com/JerBouma/FinanceDatabase/blob/main/database/indices.csv
0323.Z,STX GL.1800 E.A.MVU NR EO,,ZRH,Unclassified / multiple providers,Global,Equities,Equities,"STX GL.1800 E.A.MVU NR EO is a global index comprised of the top 1800 companies from developed markets with an enhanced allocation to momentum and value factors. It is a net return index, calculated in EUR.",Equity-linked index (filtered from broader global index universe),JerBouma/FinanceDatabase indices.csv snapshot,https://github.com/JerBouma/FinanceDatabase/blob/main/database/indices.csv
0324.Z,STX GL.1800 E.A.MVU PR EO,,ZRH,Unclassified / multiple providers,Global,Equities,Equities,"STX GL.1800 E.A.MVU PR EO is a global index comprised of the top 1800 companies from developed markets with an enhanced allocation to momentum and value factors. It is a price return index, calculated in EUR.",Equity-linked index (filtered from broader global index universe),JerBouma/FinanceDatabase indices.csv snapshot,https://github.com/JerBouma/FinanceDatabase/blob/main/database/indices.csv
0327.Z,STX GL.1800 E.A.MVU PR DL,,ZRH,Unclassified / multiple providers,Global,Equities,Equities,"STX GL.1800 E.A.MVU PR DL is a global index comprised of the top 1800 companies from developed markets with an enhanced allocation to momentum and value factors. It is a price return index, calculated in USD.",Equity-linked index (filtered from broader global index universe),JerBouma/FinanceDatabase indices.csv snapshot,https://github.com/JerBouma/FinanceDatabase/blob/main/database/indices.csv
032A.Z,,,,Unclassified / multiple providers,Unspecified / mixed,,,,Equity-linked index (filtered from broader global index universe),JerBouma/FinanceDatabase indices.csv snapshot,https://github.com/JerBouma/FinanceDatabase/blob/main/database/indices.csv
032B.Z,,,,Unclassified / multiple providers,Unspecified / mixed,,,,Equity-linked index (filtered from broader global index universe),JerBouma/FinanceDatabase indices.csv snapshot,https://github.com/JerBouma/FinanceDatabase/blob/main/database/indices.csv
032C.Z,STX JAP.ST.BA.SH.EW PR DL,,ZRH,Unclassified / multiple providers,Japan,Equities,Factors,"STX JAP.ST.BA.SH.EW PR DL is a Japanese index that utilizes a smart beta, short selling, and equal weighting methodology. It is a price return index, calculated in USD.",Equity-linked index (filtered from broader global index universe),JerBouma/FinanceDatabase indices.csv snapshot,https://github.com/JerBouma/FinanceDatabase/blob/main/database/indices.csv
032D.Z,,,,Unclassified / multiple providers,Unspecified / mixed,,,,Equity-linked index (filtered from broader global index universe),JerBouma/FinanceDatabase indices.csv snapshot,https://github.com/JerBouma/FinanceDatabase/blob/main/database/indices.csv
032E.Z,,,,Unclassified / multiple providers,Unspecified / mixed,,,,Equity-linked index (filtered from broader global index universe),JerBouma/FinanceDatabase indices.csv snapshot,https://github.com/JerBouma/FinanceDatabase/blob/main/database/indices.csv
032F.Z,STX USA ST.BA.SH.EW PR EO,,ZRH,Unclassified / multiple providers,United States,Equities,Factors,"STX USA ST.BA.SH.EW PR EO is a US index that utilizes a smart beta, short selling, and equal weighting methodology. It is a price return index, calculated in EUR.",Equity-linked index (filtered from broader global index universe),JerBouma/FinanceDatabase indices.csv snapshot,https://github.com/JerBouma/FinanceDatabase/blob/main/database/indices.csv
032G.Z,STX USA ST.BA.SH.EW NR EO,,ZRH,Unclassified / multiple providers,United States,Equities,Factors,"STX USA ST.BA.SH.EW NR EO is a US index that utilizes a smart beta, short selling, and equal weighting methodology. It is a net return index, calculated in EUR.",Equity-linked index (filtered from broader global index universe),JerBouma/FinanceDatabase indices.csv snapshot,https://github.com/JerBouma/FinanceDatabase/blob/main/database/indices.csv
032H.Z,STX USA ST.BA.SH.EW GR EO,,ZRH,Unclassified / multiple providers,United States,Equities,Factors,"STX USA ST.BA.SH.EW GR EO is a US index that utilizes a smart beta, short selling, and equal weighting methodology. It is a gross return index, calculated in EUR.",Equity-linked index (filtered from broader global index universe),JerBouma/FinanceDatabase indices.csv snapshot,https://github.com/JerBouma/FinanceDatabase/blob/main/database/indices.csv
032J.Z,STX USA ST.BA.SH.EW PR DL,,ZRH,Unclassified / multiple providers,United States,Equities,Factors,"STX USA ST.BA.SH.EW PR DL is a US index that utilizes a smart beta, short selling, and equal weighting methodology. It is a price return index, calculated in USD.",Equity-linked index (filtered from broader global index universe),JerBouma/FinanceDatabase indices.csv snapshot,https://github.com/JerBouma/FinanceDatabase/blob/main/database/indices.csv
032K.Z,STX USA ST.BA.SH.EW NR DL,,ZRH,Unclassified / multiple providers,United States,Equities,Factors,"STX USA ST.BA.SH.EW NR DL is a US index that utilizes a smart beta, short selling, and equal weighting methodology. It is a net return index, calculated in USD.",Equity-linked index (filtered from broader global index universe),JerBouma/FinanceDatabase indices.csv snapshot,https://github.com/JerBouma/FinanceDatabase/blob/main/database/indices.csv
032L.Z,STX USA ST.BA.SH.EW GR DL,,ZRH,Unclassified / multiple providers,United States,Equities,Factors,"STX USA ST.BA.SH.EW GR DL is a US index that utilizes a smart beta, short selling, and equal weighting methodology. It is a gross return index, calculated in USD.",Equity-linked index (filtered from broader global index universe),JerBouma/FinanceDatabase indices.csv snapshot,https://github.com/JerBouma/FinanceDatabase/blob/main/database/indices.csv
032Q.Z,STX GLB. 1800 EX.J.GR JPY,,ZRH,Unclassified / multiple providers,Global,Equities,Equities,"STX GLB. 1800 EX.J.GR JPY is a global index excluding Japan comprised of the top 1800 companies from developed markets. It is a gross return index, calculated in JPY.",Equity-linked index (filtered from broader global index universe),JerBouma/FinanceDatabase indices.csv snapshot,https://github.com/JerBouma/FinanceDatabase/blob/main/database/indices.csv
032R.Z,STX GLB. 1800 EX.J.NR JPY,,ZRH,Unclassified / multiple providers,Global,Equities,Equities,"STX GLB. 1800 EX.J.NR JPY is a global index excluding Japan comprised of the top 1800 companies from developed markets. It is a net return index, calculated in JPY.",Equity-linked index (filtered from broader global index universe),JerBouma/FinanceDatabase indices.csv snapshot,https://github.com/JerBouma/FinanceDatabase/blob/main/database/indices.csv
032S.Z,STX GLB. 1800 EX.J.PR JPY,,ZRH,Unclassified / multiple providers,Global,Equities,Equities,"STX GLB. 1800 EX.J.PR JPY is a global index excluding Japan comprised of the top 1800 companies from developed markets. It is a price return index, calculated in JPY.",Equity-linked index (filtered from broader global index universe),JerBouma/FinanceDatabase indices.csv snapshot,https://github.com/JerBouma/FinanceDatabase/blob/main/database/indices.csv
032T.Z,STX GLB.1800 MV GR JPY,,ZRH,Unclassified / multiple providers,Global,Equities,Equities,"STX GLB.1800 MV GR JPY is a global index comprised of the top 1800 companies from developed markets with a momentum and value factor tilt. It is a gross return index, calculated in JPY.",Equity-linked index (filtered from broader global index universe),JerBouma/FinanceDatabase indices.csv snapshot,https://github.com/JerBouma/FinanceDatabase/blob/main/database/indices.csv
032U.Z,STX GLB.1800 MV NR JPY,,ZRH,Unclassified / multiple providers,Global,Equities,Equities,"STX GLB.1800 MV NR JPY is a global index comprised of the top 1800 companies from developed markets with a momentum and value factor tilt. It is a net return index, calculated in JPY.",Equity-linked index (filtered from broader global index universe),JerBouma/FinanceDatabase indices.csv snapshot,https://github.com/JerBouma/FinanceDatabase/blob/main/database/indices.csv
032V.Z,STX GLB.1800 MV PR JPY,,ZRH,Unclassified / multiple providers,Global,Equities,Equities,"STX GLB.1800 MV PR JPY is a global index comprised of the top 1800 companies from developed markets with a momentum and value factor tilt. It is a price return index, calculated in JPY.",Equity-linked index (filtered from broader global index universe),JerBouma/FinanceDatabase indices.csv snapshot,https://github.com/JerBouma/FinanceDatabase/blob/main/database/indices.csv
032W.Z,STX GLB.1800 MVU GR JPY,,ZRH,Unclassified / multiple providers,Global,Equities,Equities,"STX GLB.1800 MVU GR JPY is a global index comprised of the top 1800 companies from developed markets with an enhanced allocation to momentum and value factors. It is a gross return index, calculated in JPY.",Equity-linked index (filtered from broader global index universe),JerBouma/FinanceDatabase indices.csv snapshot,https://github.com/JerBouma/FinanceDatabase/blob/main/database/indices.csv
032X.Z,STX GLB.1800 MVU NR JPY,,ZRH,Unclassified / multiple providers,Global,Equities,Equities,"STX GLB.1800 MVU NR JPY is a global index comprised of the top 1800 companies from developed markets with an enhanced allocation to momentum and value factors. It is a net return index, calculated in JPY.",Equity-linked index (filtered from broader global index universe),JerBouma/FinanceDatabase indices.csv snapshot,https://github.com/JerBouma/FinanceDatabase/blob/main/database/indices.csv
032Y.Z,STX GLB.1800 MVU PR JPY,,ZRH,Unclassified / multiple providers,Global,Equities,Equities,"STX GLB.1800 MVU PR JPY is a global index comprised of the top 1800 companies from developed markets with an enhanced allocation to momentum and value factors. It is a price return index, calculated in JPY.",Equity-linked index (filtered from broader global index universe),JerBouma/FinanceDatabase indices.csv snapshot,https://github.com/JerBouma/FinanceDatabase/blob/main/database/indices.csv
0337.Z,STX GL.ST.QU.50 PR EUR,,ZRH,Unclassified / multiple providers,Global,Equities,Equities,"STX GL.ST.QU.50 PR EUR is a global index that utilizes a stock stories quantitative methodology, and is comprised of 50 companies. It is a price return index calculated in EUR.",Equity-linked index (filtered from broader global index universe),JerBouma/FinanceDatabase indices.csv snapshot,https://github.com/JerBouma/FinanceDatabase/blob/main/database/indices.csv
0338.Z,STX GL.ST.QU.50 NR EUR,,ZRH,Unclassified / multiple providers,Global,Equities,Equities,"STX GL.ST.QU.50 NR EUR is a global index that utilizes a stock stories quantitative methodology, and is comprised of 50 companies. It is a net return index calculated in EUR.",Equity-linked index (filtered from broader global index universe),JerBouma/FinanceDatabase indices.csv snapshot,https://github.com/JerBouma/FinanceDatabase/blob/main/database/indices.csv
0339.Z,STX GL.ST.QU.50 GR EUR,,ZRH,Unclassified / multiple providers,Global,Equities,Equities,"STX GL.ST.QU.50 GR EUR is a global index that utilizes a stock stories quantitative methodology, and is comprised of 50 companies. It is a gross return index calculated in EUR.",Equity-linked index (filtered from broader global index universe),JerBouma/FinanceDatabase indices.csv snapshot,https://github.com/JerBouma/FinanceDatabase/blob/main/database/indices.csv
035Q.Z,STXEA NR USD,,ZRH,Unclassified / multiple providers,Unspecified / mixed,Equities,Equities,,Equity-linked index (filtered from broader global index universe),JerBouma/FinanceDatabase indices.csv snapshot,https://github.com/JerBouma/FinanceDatabase/blob/main/database/indices.csv
035T.Z,STXG30XEA NR USD,,ZRH,Unclassified / multiple providers,Unspecified / mixed,Equities,Equities,,Equity-linked index (filtered from broader global index universe),JerBouma/FinanceDatabase indices.csv snapshot,https://github.com/JerBouma/FinanceDatabase/blob/main/database/indices.csv
0360.Z,STXAP6HEC GR USD,,ZRH,Unclassified / multiple providers,Unspecified / mixed,Health Care,Equities,,Equity-linked index (filtered from broader global index universe),JerBouma/FinanceDatabase indices.csv snapshot,https://github.com/JerBouma/FinanceDatabase/blob/main/database/indices.csv
0362.Z,STXAP6UTI GR USD,,ZRH,Unclassified / multiple providers,Unspecified / mixed,Utilities,Utilities,,Equity-linked index (filtered from broader global index universe),JerBouma/FinanceDatabase indices.csv snapshot,https://github.com/JerBouma/FinanceDatabase/blob/main/database/indices.csv
0363.Z,STXAP6TEL GR USD,,ZRH,Unclassified / multiple providers,Unspecified / mixed,Communication Services,Communications,,Equity-linked index (filtered from broader global index universe),JerBouma/FinanceDatabase indices.csv snapshot,https://github.com/JerBouma/FinanceDatabase/blob/main/database/indices.csv
0364.Z,STXAP6FIN GR USD,,ZRH,Unclassified / multiple providers,Unspecified / mixed,Financials,Financials,,Equity-linked index (filtered from broader global index universe),JerBouma/FinanceDatabase indices.csv snapshot,https://github.com/JerBouma/FinanceDatabase/blob/main/database/indices.csv
0365.Z,STXAP6TEC GR USD,,ZRH,Unclassified / multiple providers,Unspecified / mixed,Information Technology,Technology,,Equity-linked index (filtered from broader global index universe),JerBouma/FinanceDatabase indices.csv snapshot,https://github.com/JerBouma/FinanceDatabase/blob/main/database/indices.csv
0366.Z,STXG30BAM GR USD,,ZRH,Unclassified / multiple providers,Unspecified / mixed,Industrials,Financials,,Equity-linked index (filtered from broader global index universe),JerBouma/FinanceDatabase indices.csv snapshot,https://github.com/JerBouma/FinanceDatabase/blob/main/database/indices.csv
0367.Z,STXG30IND GR USD,,ZRH,Unclassified / multiple providers,Unspecified / mixed,Industrials,Industrials,,Equity-linked index (filtered from broader global index universe),JerBouma/FinanceDatabase indices.csv snapshot,https://github.com/JerBouma/FinanceDatabase/blob/main/database/indices.csv
036L.Z,STXE6O+G GR USD,,ZRH,Unclassified / multiple providers,Unspecified / mixed,Equities,Equities,,Equity-linked index (filtered from broader global index universe),JerBouma/FinanceDatabase indices.csv snapshot,https://github.com/JerBouma/FinanceDatabase/blob/main/database/indices.csv
036M.Z,STXE6BAM GR USD,,ZRH,Unclassified / multiple providers,Unspecified / mixed,Industrials,Financials,,Equity-linked index (filtered from broader global index universe),JerBouma/FinanceDatabase indices.csv snapshot,https://github.com/JerBouma/FinanceDatabase/blob/main/database/indices.csv
036N.Z,STXE6IND GR USD,,ZRH,Unclassified / multiple providers,Unspecified / mixed,Industrials,Industrials,,Equity-linked index (filtered from broader global index universe),JerBouma/FinanceDatabase indices.csv snapshot,https://github.com/JerBouma/FinanceDatabase/blob/main/database/indices.csv
036Q.Z,STXE6HEC GR USD,,ZRH,Unclassified / multiple providers,Unspecified / mixed,Health Care,Health Care,,Equity-linked index (filtered from broader global index universe),JerBouma/FinanceDatabase indices.csv snapshot,https://github.com/JerBouma/FinanceDatabase/blob/main/database/indices.csv
036S.Z,STXE6UTI GR USD,,ZRH,Unclassified / multiple providers,Unspecified / mixed,Utilities,Utilities,,Equity-linked index (filtered from broader global index universe),JerBouma/FinanceDatabase indices.csv snapshot,https://github.com/JerBouma/FinanceDatabase/blob/main/database/indices.csv
036T.Z,STXE6TEL GR USD,,ZRH,Unclassified / multiple providers,Unspecified / mixed,Communication Services,Communications,,Equity-linked index (filtered from broader global index universe),JerBouma/FinanceDatabase indices.csv snapshot,https://github.com/JerBouma/FinanceDatabase/blob/main/database/indices.csv
036U.Z,STXE6FIN GR USD,,ZRH,Unclassified / multiple providers,Unspecified / mixed,Financials,Financials,,Equity-linked index (filtered from broader global index universe),JerBouma/FinanceDatabase indices.csv snapshot,https://github.com/JerBouma/FinanceDatabase/blob/main/database/indices.csv
036V.Z,STXE6TEC GR USD,,ZRH,Unclassified / multiple providers,Unspecified / mixed,Information Technology,Technology,,Equity-linked index (filtered from broader global index universe),JerBouma/FinanceDatabase indices.csv snapshot,https://github.com/JerBouma/FinanceDatabase/blob/main/database/indices.csv
036X.Z,STXAP6BAM GR USD,,ZRH,Unclassified / multiple providers,Unspecified / mixed,Industrials,Financials,,Equity-linked index (filtered from broader global index universe),JerBouma/FinanceDatabase indices.csv snapshot,https://github.com/JerBouma/FinanceDatabase/blob/main/database/indices.csv
036Y.Z,STXAP6IND GR USD,,ZRH,Unclassified / multiple providers,Unspecified / mixed,Industrials,Industrials,,Equity-linked index (filtered from broader global index universe),JerBouma/FinanceDatabase indices.csv snapshot,https://github.com/JerBouma/FinanceDatabase/blob/main/database/indices.csv
